QRectF::setRect,0.002973,0.002973,0.015220,0.015220,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/c:/QtSDK/Desktop/Qt/4.7.4/mingw/include/QtCore/qrect.h,755
Neuron::collide,0.000000,0.002863,0.000000,0.014657,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/../code/elements/neuron.cpp,12
Atom::runReaction,0.002024,0.002024,0.010362,0.010362,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/../code/atom.cpp,129
QPointF::x,0.002007,0.002007,0.010275,0.010275,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/c:/QtSDK/Desktop/Qt/4.7.4/mingw/include/QtCore/qpoint.h,257
Acid::collide,0.001982,0.001982,0.010147,0.010147,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/../code/elements/acid.cpp,14
qStringComparisonHelper,0.001860,0.001860,0.009522,0.009522,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/c:/QtSDK/Desktop/Qt/4.7.4/mingw/include/QtCore/qbytearray.h,587
QString::operator!=,0.000000,0.001860,0.000000,0.009522,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/c:/QtSDK/Desktop/Qt/4.7.4/mingw/include/QtCore/qstring.h,927
QScopedPointer<QObjectData, QScopedPointerDeleter<QObjectData> >::operator->,0.000000,0.001000,0.000000,0.005119,CellSim,C:\Users\Carol\Desktop\CellSim\CellSim-build-desktop-Qt_4_7_4_for_Desktop_-_MinGW_4_4__Qt_SDK__Debug/c:/QtSDK/Desktop/Qt/4.7.4/mingw/include/QtCore/qscopedpointer.h,110
GdiReleaseDC,0.013980,0.013980,0.071569,0.071569,GDI32,[unknown],0
BitBlt,0.615573,0.615573,3.151375,3.151375,GDI32,[unknown],0
GetCOPPCompatibleOPMInformation,0.016000,0.016000,0.081911,0.081911,GDI32,[unknown],0
SetDIBits,0.001000,0.001000,0.005119,0.005119,GDI32,[unknown],0
GetDeviceCaps,0.003006,0.003006,0.015389,0.015389,GDI32,[unknown],0
GetRandomRgn,0.002000,0.002000,0.010239,0.010239,GDI32,[unknown],0
SelectObject,0.001999,0.001999,0.010234,0.010234,GDI32,[unknown],0
GetCurrentThreadId,0.001006,0.001006,0.005150,0.005150,KERNELBASE,[unknown],0
ZNK5QRect8containsERKS_b,0.007980,0.011978,0.040853,0.061320,QtCored4,[unknown],0
ZNK5QRect10normalizedEv,0.007982,0.015979,0.040863,0.081803,QtCored4,[unknown],0
ZN16QCoreApplication9postEventEP7QObjectP6QEventi,0.000000,0.009997,0.000000,0.051179,QtCored4,[unknown],0
ZN16QCoreApplication16sendPostedEventsEP7QObjecti,0.000000,15.813420,0.000000,80.955492,QtCored4,[unknown],0
ZN8QVariantC1ERKS_,0.010016,0.024031,0.051276,0.123025,QtCored4,[unknown],0
ZNK6QLineF9intersectERKS_P7QPointF,0.003995,0.007993,0.020452,0.040920,QtCored4,[unknown],0
ZeqRK6QRectFS1_,0.002000,0.007068,0.010239,0.036184,QtCored4,[unknown],0
ZNK6QRectF13toAlignedRectEv,0.010126,0.198949,0.051839,1.018503,QtCored4,[unknown],0
ZN9QListData6appendEv,0.000000,0.044939,0.000000,0.230061,QtCored4,[unknown],0
ZN23QCoreApplicationPrivate29sendThroughObjectEventFiltersEP7QObjectP6QEvent,0.003003,14.070203,0.015374,72.031237,QtCored4,[unknown],0
ZN9QListData6appendEi,0.020960,0.044899,0.107303,0.229857,QtCored4,[unknown],0
ZNK8QVariant8userTypeEv,0.010471,0.010471,0.053605,0.053605,QtCored4,[unknown],0
ZN18QThreadStorageData6finishEPPv,0.003990,0.006986,0.020426,0.035764,QtCored4,[unknown],0
ZNK6QLineF7angleToERKS_,0.000000,0.007999,0.000000,0.040950,QtCored4,[unknown],0
ZN5QRectC1Ev,0.010996,0.010996,0.056293,0.056293,QtCored4,[unknown],0
ZN9QListData7reallocEi,0.000000,0.022933,0.000000,0.117404,QtCored4,[unknown],0
ZN7QObject9killTimerEi,0.000000,0.008026,0.000000,0.041088,QtCored4,[unknown],0
Z8qReallocPvj,0.000000,0.026942,0.000000,0.137927,QtCored4,[unknown],0
ZN21QEventDispatcherWin325eventEP6QEvent,0.000000,3.101210,0.000000,15.876387,QtCored4,[unknown],0
ZNK6QLineF6isNullEv,0.002008,0.008025,0.010280,0.041083,QtCored4,[unknown],0
ZN16QEventTransition11qt_metacallEN11QMetaObject4CallEiPPv,0.038975,0.139558,0.199529,0.714456,QtCored4,[unknown],0
ZN16QCoreApplication9postEventEP7QObjectP6QEvent,0.000000,0.008977,0.000000,0.045957,QtCored4,[unknown],0
ZN8QVariantD1Ev,0.007993,0.007993,0.040920,0.040920,QtCored4,[unknown],0
ZN9QListData6removeEi,0.037035,0.053011,0.189598,0.271385,QtCored4,[unknown],0
ZN8QProcess6d_funcEv,0.026037,0.026037,0.133294,0.133294,QtCored4,[unknown],0
ZN9QListData7prependEv,0.004023,0.015000,0.020595,0.076791,QtCored4,[unknown],0
ZNK15QBasicAtomicInteqEi,0.020029,0.020029,0.102537,0.102537,QtCored4,[unknown],0
ZN21QEventDispatcherWin3215unregisterTimerEi,0.000000,0.008026,0.000000,0.041088,QtCored4,[unknown],0
Z5qFreePv,0.000000,0.011992,0.000000,0.061392,QtCored4,[unknown],0
ZNK8QVariant9constDataEv,0.013990,0.013990,0.071621,0.071621,QtCored4,[unknown],0
ZN23QCoreApplicationPrivate34sendThroughApplicationEventFiltersEP7QObjectP6QEvent,0.003030,0.014076,0.015512,0.072061,QtCored4,[unknown],0
ZNK5QRect6isNullEv,0.021999,0.021999,0.112622,0.112622,QtCored4,[unknown],0
ZNK8QVariant6toSizeEv,0.003982,0.069800,0.020386,0.357335,QtCored4,[unknown],0
ZN23QCoreApplicationPrivate16sendPostedEventsEP7QObjectiP11QThreadData,0.002000,19.478674,0.010239,99.719456,QtCored4,[unknown],0
ZNK6QLineF5angleEv,0.003991,0.005991,0.020432,0.030670,QtCored4,[unknown],0
ZNK6QLineF10unitVectorEv,0.001999,0.005973,0.010234,0.030578,QtCored4,[unknown],0
ZNK5QRect10intersectsERKS_,0.009993,0.015994,0.051158,0.081880,QtCored4,[unknown],0
ZN9QHashData14destroyAndFreeEv,0.004016,0.004016,0.020560,0.020560,QtCored4,[unknown],0
Z6qIsNaNd,0.002016,0.004008,0.010321,0.020519,QtCored4,[unknown],0
Z7qMallocj,0.000000,0.004006,0.000000,0.020508,QtCored4,[unknown],0
ZN11QVectorData8allocateEii,0.000000,0.004006,0.000000,0.020508,QtCored4,[unknown],0
ZN10QEventLoop4execE6QFlagsINS_17ProcessEventsFlagEE,0.000000,19.532471,0.000000,99.994865,QtCored4,[unknown],0
ZN21QEventDispatcherWin326wakeUpEv,0.000000,0.004003,0.000000,0.020493,QtCored4,[unknown],0
ZNK18QThreadStorageData3getEv,0.002001,0.003999,0.010244,0.020473,QtCored4,[unknown],0
ZNK7QPointF1yEv,0.003998,0.003998,0.020467,0.020467,QtCored4,[unknown],0
ZN24QAbstractEventDispatcher8instanceEP7QThread,0.002000,0.003991,0.010239,0.020432,QtCored4,[unknown],0
ZNK7QPointF1xEv,0.003975,0.003975,0.020350,0.020350,QtCored4,[unknown],0
ZN11QVectorData4growEiiib,0.000000,0.003971,0.000000,0.020329,QtCored4,[unknown],0
ZN7QThread13currentThreadEv,0.000000,0.003015,0.000000,0.015435,QtCored4,[unknown],0
ZN9QInternal12callFunctionENS_16InternalFunctionEPPv,0.000993,0.003013,0.005084,0.015425,QtCored4,[unknown],0
ZN11QMetaObject8activateEP7QObjectPKS_iPPv,0.000000,0.003008,0.000000,0.015399,QtCored4,[unknown],0
ZN24QAbstractEventDispatcher5awakeEv,0.000000,0.003008,0.000000,0.015399,QtCored4,[unknown],0
ZN10QEventLoop13processEventsE6QFlagsINS_17ProcessEventsFlagEE,0.000000,19.532471,0.000000,99.994865,QtCored4,[unknown],0
ZN23QCoreApplicationPrivate19checkReceiverThreadEP7QObject,0.002999,0.002999,0.015353,0.015353,QtCored4,[unknown],0
ZrsR11QDataStreamR6QLineF,0.000000,0.002993,0.000000,0.015322,QtCored4,[unknown],0
ZN9QListData11detach_growEPii,0.001999,0.002990,0.010234,0.015307,QtCored4,[unknown],0
Z12qFreeAlignedPv,0.002988,0.002988,0.015297,0.015297,QtCored4,[unknown],0
ZNK5QRectanERKS_,0.001000,0.002975,0.005119,0.015230,QtCored4,[unknown],0
ZN16QCoreApplication4execEv,0.000000,19.532471,0.000000,99.994865,QtCored4,[unknown],0
ZN21QEventDispatcherWin3213processEventsE6QFlagsIN10QEventLoop17ProcessEventsFlagEE,0.000000,19.532471,0.000000,99.994865,QtCored4,[unknown],0
ZN6QMutex6unlockEv,0.000000,0.002028,0.000000,0.010382,QtCored4,[unknown],0
ZN15QBasicAtomicInt17testAndSetReleaseEii,0.002028,0.002028,0.010382,0.010382,QtCored4,[unknown],0
ZN12QMutexLockerD1Ev,0.000000,0.002028,0.000000,0.010382,QtCored4,[unknown],0
ZN12QMutexLocker6unlockEv,0.000000,0.002028,0.000000,0.010382,QtCored4,[unknown],0
ZN23QCoreApplicationPrivate22removePostedTimerEventEP7QObjecti,0.000000,0.002028,0.000000,0.010382,QtCored4,[unknown],0
ZN9QListData5eraseEPPv,0.002000,0.006004,0.010239,0.030737,QtCored4,[unknown],0
ZNK14QObjectPrivate6q_funcEv,0.002020,0.002020,0.010341,0.010341,QtCored4,[unknown],0
ZN7QObject6d_funcEv,0.000000,0.002020,0.000000,0.010341,QtCored4,[unknown],0
ZN14QObjectPrivate32removePendingChildInsertedEventsEP7QObject,0.002015,0.002015,0.010316,0.010316,QtCored4,[unknown],0
ZN5QLineC1Ev,0.000000,0.006009,0.000000,0.030763,QtCored4,[unknown],0
ZNK5QFlagcviEv,0.000000,0.002002,0.000000,0.010249,QtCored4,[unknown],0
ZN9QTimeLine10timerEventEP11QTimerEvent,0.002002,0.002002,0.010249,0.010249,QtCored4,[unknown],0
ZN9QHashData9hasShrunkEv,0.002002,0.002002,0.010249,0.010249,QtCored4,[unknown],0
ZN6QEventC2ENS_4TypeE,0.002001,0.002001,0.010244,0.010244,QtCored4,[unknown],0
ZNK11QMetaObject4castEP7QObject,0.001001,0.002001,0.005125,0.010244,QtCored4,[unknown],0
ZNK6QLineF6lengthEv,0.002000,0.002000,0.010239,0.010239,QtCored4,[unknown],0
Z19qInstallPathSysconfv,0.002000,0.002000,0.010239,0.010239,QtCored4,[unknown],0
zError,0.002000,0.002000,0.010239,0.010239,QtCored4,[unknown],0
Z10qShapeItemP14HB_ShaperItem_,0.000000,0.002000,0.000000,0.010239,QtCored4,[unknown],0
ZN9QInternal17activateCallbacksENS_8CallbackEPPv,0.000000,0.002000,0.000000,0.010239,QtCored4,[unknown],0
ZN5QRectC1Eiiii,0.006027,0.006027,0.030855,0.030855,QtCored4,[unknown],0
Z10qAllocMoreii,0.006964,0.006964,0.035652,0.035652,QtCored4,[unknown],0
Z19qcoreVariantHandlerv,0.001999,0.001999,0.010234,0.010234,QtCored4,[unknown],0
Z13winGetMessageP6tagMSGP6HWND__jj,0.001997,19.483665,0.010223,99.745007,QtCored4,[unknown],0
ZN24QAbstractEventDispatcher13registerTimerEiP7QObject,0.000000,0.001973,0.000000,0.010101,QtCored4,[unknown],0
ZNK9QListData3endEv,0.001973,0.001973,0.010101,0.010101,QtCored4,[unknown],0
ZN21QEventDispatcherWin3213registerTimerEiiP7QObject,0.000000,0.001973,0.000000,0.010101,QtCored4,[unknown],0
ZN7QObject10startTimerEi,0.000000,0.001973,0.000000,0.010101,QtCored4,[unknown],0
ZN16QCoreApplication14notifyInternalEP7QObjectP6QEvent,0.000000,19.473642,0.000000,99.693695,QtCored4,[unknown],0
ZN11QVectorData4freeEPS_i,0.001000,0.009011,0.005119,0.046131,QtCored4,[unknown],0
ZN12QMutexLocker6relockEv,0.000000,0.001006,0.000000,0.005150,QtCored4,[unknown],0
ZN6QMutex4lockEv,0.000000,0.001006,0.000000,0.005150,QtCored4,[unknown],0
ZN16QCoreApplication9sendEventEP7QObjectP6QEvent,0.000000,19.471634,0.000000,99.683415,QtCored4,[unknown],0
ZNK11QTranslator7isEmptyEv,0.015346,0.017345,0.078563,0.088796,QtCored4,[unknown],0
ZNK7QStringeqERK13QLatin1String,0.000000,0.001003,0.000000,0.005135,QtCored4,[unknown],0
ZNK9QListData7isEmptyEv,0.001000,0.001000,0.005119,0.005119,QtCored4,[unknown],0
Z6qDebugv,0.046071,0.103049,0.235857,0.527551,QtCored4,[unknown],0
ZN11QTimerEventC1Ei,0.001000,0.001000,0.005119,0.005119,QtCored4,[unknown],0
ZN7QObject5eventEP6QEvent,0.003002,19.445567,0.015368,99.549967,QtCored4,[unknown],0
ZNK5QLineeqERKS_,0.000000,0.001000,0.000000,0.005119,QtCored4,[unknown],0
ZN11QMetaObject8metacallEP7QObjectNS_4CallEiPPv,0.000000,16.352391,0.000000,83.714709,QtCored4,[unknown],0
ZN14QMetaCallEvent13placeMetaCallEP7QObject,0.000000,16.352391,0.000000,83.714709,QtCored4,[unknown],0
ZN11QBasicTimer4stopEv,0.000000,0.000999,0.000000,0.005114,QtCored4,[unknown],0
ZN21QEventDispatcherWin326d_funcEv,0.000999,0.000999,0.005114,0.005114,QtCored4,[unknown],0
ZN11QBasicTimer5startEiP7QObject,0.000000,0.000999,0.000000,0.005114,QtCored4,[unknown],0
ZNK6QEvent4typeEv,0.000998,0.000998,0.005109,0.005109,QtCored4,[unknown],0
[68F53833],0.124362,0.124362,0.636661,0.636661,QtGuid4,,0
[68F53D26],0.124029,0.124029,0.634956,0.634956,QtGuid4,,0
ZN8QPainterC1EP12QPaintDevice,0.001000,0.121069,0.005119,0.619803,QtGuid4,[unknown],0
ZN8QPainter5beginEP12QPaintDevice,0.008045,0.121068,0.041186,0.619798,QtGuid4,[unknown],0
Z7qIsGrayj,0.116249,0.116249,0.595127,0.595127,QtGuid4,[unknown],0
[68F58943],0.115998,0.115998,0.593842,0.593842,QtGuid4,,0
Z6qGreenj,0.114986,0.114986,0.588661,0.588661,QtGuid4,[unknown],0
ZNK20QGraphicsItemPrivate21effectiveBoundingRectEP13QGraphicsItem,0.040977,0.114942,0.209778,0.588436,QtGuid4,[unknown],0
[68F53B92],0.111915,0.111915,0.572940,0.572940,QtGuid4,,0
[68F53C6A],0.106150,0.106150,0.543426,0.543426,QtGuid4,,0
[68F53B16],0.105575,0.105575,0.540482,0.540482,QtGuid4,,0
[68F58995],0.104942,0.104942,0.537242,0.537242,QtGuid4,,0
[68F53D59],0.104012,0.104012,0.532481,0.532481,QtGuid4,,0
[68F53AFC],0.103586,0.103586,0.530300,0.530300,QtGuid4,,0
ZNK5QMenu6d_funcEv,0.091201,0.101199,0.466896,0.518080,QtGuid4,[unknown],0
[68F53AAC],0.098679,0.098679,0.505179,0.505179,QtGuid4,,0
[68F53D73],0.098172,0.098172,0.502583,0.502583,QtGuid4,,0
ZNK6QBrushneERKS_,0.000000,0.098007,0.000000,0.501739,QtGuid4,[unknown],0
[68F5891A],0.097943,0.097943,0.501411,0.501411,QtGuid4,,0
[68F53D16],0.097364,0.097364,0.498447,0.498447,QtGuid4,,0
ZN6QBrush8data_ptrEv,0.020027,0.094010,0.102527,0.481276,QtGuid4,[unknown],0
[68F53D6F],0.093908,0.093908,0.480754,0.480754,QtGuid4,,0
[68F53CEA],0.092772,0.092772,0.474939,0.474939,QtGuid4,,0
[68F538E1],0.092010,0.092010,0.471038,0.471038,QtGuid4,,0
[68F53B4E],0.091707,0.091707,0.469486,0.469486,QtGuid4,,0
[68F5380F],0.088353,0.088353,0.452316,0.452316,QtGuid4,,0
[68F538F1],0.085175,0.085175,0.436046,0.436046,QtGuid4,,0
ZN18QCommandLinkButton6d_funcEv,0.016053,0.084080,0.082182,0.430441,QtGuid4,[unknown],0
[68F537F3],0.083159,0.083159,0.425726,0.425726,QtGuid4,,0
ZNK10QTransform4typeEv,0.047012,0.083006,0.240674,0.424942,QtGuid4,[unknown],0
[68F53A20],0.082835,0.082835,0.424067,0.424067,QtGuid4,,0
ZN20QGraphicsItemPrivate30updateSceneTransformFromParentEv,0.004001,0.081902,0.020483,0.419290,QtGuid4,[unknown],0
[68F53D7A],0.081827,0.081827,0.418907,0.418907,QtGuid4,,0
[68F53891],0.080389,0.080389,0.411545,0.411545,QtGuid4,,0
[68F538CD],0.080347,0.080347,0.411330,0.411330,QtGuid4,,0
[68F537CB],0.078072,0.078072,0.399683,0.399683,QtGuid4,,0
ZNK7QRegion10intersectsERK5QRect,0.022033,0.076510,0.112796,0.391687,QtGuid4,[unknown],0
ZN8QPainter10redirectedEPK12QPaintDeviceP6QPoint,0.000000,0.075932,0.000000,0.388728,QtGuid4,[unknown],0
[68F537C3],0.075593,0.075593,0.386992,0.386992,QtGuid4,,0
ZN15QAbstractSlider6d_funcEv,0.075079,0.075079,0.384361,0.384361,QtGuid4,[unknown],0
[68F53782],0.000000,0.073937,0.000000,0.378514,QtGuid4,,0
ZN10QTransformC1EN2Qt14InitializationE,0.047638,0.073622,0.243879,0.376902,QtGuid4,[unknown],0
ZN18QItemEditorFactoryC2Ev,0.034003,0.072030,0.174076,0.368752,QtGuid4,[unknown],0
ZN7QPixmapD1Ev,0.016854,0.071542,0.086283,0.366253,QtGuid4,[unknown],0
ZNK7QTabBar6d_funcEv,0.061104,0.071139,0.312817,0.364190,QtGuid4,[unknown],0
ZNK7QPixmapntEv,0.067085,0.068088,0.343436,0.348571,QtGuid4,[unknown],0
ZN11QStrokerOps3endEv,0.000000,0.066051,0.000000,0.338143,QtGuid4,[unknown],0
ZN8QStroker21processCurrentSubpathEv,0.000000,0.066051,0.000000,0.338143,QtGuid4,[unknown],0
[68F53985],0.065999,0.065999,0.337876,0.337876,QtGuid4,,0
[68F539C1],0.065911,0.065911,0.337426,0.337426,QtGuid4,,0
[68F53D32],0.065454,0.065454,0.335086,0.335086,QtGuid4,,0
[68F537FF],0.063974,0.063974,0.327510,0.327510,QtGuid4,,0
ZNK5QFont7resolveEv,0.047013,0.063952,0.240679,0.327397,QtGuid4,[unknown],0
[68F53CF6],0.062650,0.062650,0.320731,0.320731,QtGuid4,,0
ZNK10QTransform7mapRectERK6QRectF,0.014040,0.060582,0.071877,0.310145,QtGuid4,[unknown],0
[68F53CCA],0.059960,0.059960,0.306960,0.306960,QtGuid4,,0
[68F538E9],0.059902,0.059902,0.306663,0.306663,QtGuid4,,0
[68F5379A],0.059882,0.059882,0.306561,0.306561,QtGuid4,,0
ZN10QTransform13fromTranslateEdd,0.019901,0.059874,0.101882,0.306520,QtGuid4,[unknown],0
[68F53A06],0.057972,0.057972,0.296783,0.296783,QtGuid4,,0
[68F537AB],0.056328,0.056328,0.288367,0.288367,QtGuid4,,0
ZN10QTransformmLERKS_,0.023947,0.055940,0.122595,0.286380,QtGuid4,[unknown],0
[68F53B04],0.055874,0.055874,0.286042,0.286042,QtGuid4,,0
[68F538B1],0.054761,0.054761,0.280344,0.280344,QtGuid4,,0
[68F5384C],0.054033,0.054033,0.276617,0.276617,QtGuid4,,0
ZN8QPainter8drawTextERK6QRectFiRK7QStringPS0_,0.000000,0.053980,0.000000,0.276346,QtGuid4,[unknown],0
ZN7QPixmapaSERKS_,0.006005,0.053874,0.030742,0.275803,QtGuid4,[unknown],0
[68F5383B],0.052367,0.052367,0.268089,0.268089,QtGuid4,,0
[68F53CD2],0.052275,0.052275,0.267618,0.267618,QtGuid4,,0
ZN8QPainter8initFromEPK7QWidget,0.000000,0.052095,0.000000,0.266696,QtGuid4,[unknown],0
[68F53B96],0.052073,0.052073,0.266583,0.266583,QtGuid4,,0
[68F53933],0.051972,0.051972,0.266066,0.266066,QtGuid4,,0
ZNK20QGraphicsItemPrivate26sceneEffectiveBoundingRectEv,0.019053,0.051099,0.097540,0.261597,QtGuid4,[unknown],0
[68F53B72],0.050081,0.050081,0.256386,0.256386,QtGuid4,,0
[68F5391F],0.049973,0.049973,0.255833,0.255833,QtGuid4,,0
ZN8QPainter11drawEllipseERK6QRectF,0.000000,0.048014,0.000000,0.245804,QtGuid4,[unknown],0
[68F536D1],0.048003,0.048003,0.245747,0.245747,QtGuid4,,0
ZN27QGraphicsSceneDragDropEvent6d_funcEv,0.018040,0.047029,0.092354,0.240761,QtGuid4,[unknown],0
ZN11QColumnView6d_funcEv,0.040072,0.046080,0.205145,0.235903,QtGuid4,[unknown],0
[68F53A8C],0.046039,0.046039,0.235693,0.235693,QtGuid4,,0
ZN14QPaintEngineEx11drawEllipseERK6QRectF,0.000000,0.046015,0.000000,0.235570,QtGuid4,[unknown],0
[68F536C1],0.045996,0.045996,0.235473,0.235473,QtGuid4,,0
[68F5384F],0.045991,0.045991,0.235447,0.235447,QtGuid4,,0
[68F53A38],0.045988,0.045988,0.235432,0.235432,QtGuid4,,0
[68F539CD],0.045966,0.045966,0.235319,0.235319,QtGuid4,,0
[68F53D4B],0.045961,0.045961,0.235294,0.235294,QtGuid4,,0
[68F53C82],0.044602,0.044602,0.228336,0.228336,QtGuid4,,0
ZN6QMovie6d_funcEv,0.036359,0.044375,0.186137,0.227174,QtGuid4,[unknown],0
[68F539B1],0.044025,0.044025,0.225382,0.225382,QtGuid4,,0
ZN14QPaintEngineEx4drawERK11QVectorPath,0.000000,0.044016,0.000000,0.225336,QtGuid4,[unknown],0
[68F539FE],0.043953,0.043953,0.225014,0.225014,QtGuid4,,0
[68F53B2E],0.043948,0.043948,0.224988,0.224988,QtGuid4,,0
[68F53B5A],0.043910,0.043910,0.224794,0.224794,QtGuid4,,0
ZNK6QImage5depthEv,0.043432,0.043432,0.222347,0.222347,QtGuid4,[unknown],0
[68F5394D],0.042031,0.042031,0.215174,0.215174,QtGuid4,,0
